"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000009lG000115"	"ptg000009lG000115.mRNA1"	"-"	"Cytolysin Src-1-like"	"Anemone_cytotox"	"215358.XP_010741969.1"	3.57e-130
"ptg000009lG000116"	"ptg000009lG000116.mRNA1"	"PLAU"	"Plasminogen activator, urokinase b"	"Kringle,Trypsin"	"215358.XP_010741976.1"	0
"ptg000009lG000117"	"ptg000009lG000117.mRNA1"	"UGT2A3"	"Belongs to the UDP-glycosyltransferase family"	"UDPGT"	"69293.ENSGACP00000005893"	6.68e-287
"ptg000009lG000118"	"ptg000009lG000118.mRNA1"	"DUSP3"	"Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily"	"DSPc"	"215358.XP_010741963.1"	4.32e-150
"ptg000009lG000119"	"ptg000009lG000119.mRNA1"	"SOST"	"Sclerostin"	"Sclerostin"	"215358.XP_010741964.1"	1.1e-92
"ptg000009lG000121"	"ptg000009lG000121.mRNA1"	"MEOX1"	"Mesenchyme homeobox 1"	"Homeobox"	"215358.XP_010741965.1"	8.31e-143
"ptg000009lG000122"	"ptg000009lG000122.mRNA1"	"ETV1"	"variant 1"	"ETS_PEA3_N,Ets"	"61622.XP_010368693.1"	1.46e-19
"ptg000009lG000123"	"ptg000009lG000123.mRNA1"	"ETV4"	"Ets variant gene 4"	"ETS_PEA3_N,Ets"	"215358.XP_010741966.1"	1.54e-272
"ptg000009lG000124"	"ptg000009lG000124.mRNA1"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	"DEAD,HA2,Helicase_C,OB_NTP_bind,S1"	"69293.ENSGACP00000004913"	1.27e-289
"ptg000009lG000125"	"ptg000009lG000125.mRNA1"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	"DEAD,HA2,Helicase_C,OB_NTP_bind,S1"	"215358.XP_010741975.1"	1.64e-282
"ptg000009lG000126"	"ptg000009lG000126.mRNA1"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	"DEAD,HA2,Helicase_C,OB_NTP_bind,S1"	"31033.ENSTRUP00000009629"	2.81e-71
"ptg000009lG000127"	"ptg000009lG000127.mRNA1"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	"DEAD,HA2,Helicase_C,OB_NTP_bind,S1"	"106582.XP_004556835.1"	6.27e-299
"ptg000009lG000128"	"ptg000009lG000128.mRNA1"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"	"DEAD,HA2,Helicase_C,OB_NTP_bind,S1"	"32507.XP_006793222.1"	0
"ptg000009lG000129"	"ptg000009lG000129.mRNA1"	"THRA"	"Thyroid hormone receptor"	"Hormone_recep,zf-C4"	"215358.XP_010741967.1"	4.79e-285
"ptg000009lG000132"	"ptg000009lG000132.mRNA1"	"ORMDL3"	"ORM1-like 3 (S. cerevisiae)"	"ORMDL"	"215358.XP_010737021.1"	1.01e-97
"ptg000009lG000134"	"ptg000009lG000134.mRNA1"	"WNT3"	"Ligand for members of the frizzled family of seven transmembrane receptors"	"wnt"	"215358.XP_010737020.1"	3.37e-281
"ptg000009lG000135"	"ptg000009lG000135.mRNA1"	"NSF"	"Cell division protein 48 (CDC48) domain 2"	"AAA,CDC48_2,CDC48_N"	"215358.XP_010737023.1"	5.11e-178
"ptg000009lG000136"	"ptg000009lG000136.mRNA1"	"NSF"	"Cell division protein 48 (CDC48) domain 2"	"AAA,CDC48_2,CDC48_N"	"215358.XP_010737023.1"	7.47e-305
"ptg000009lG000137"	"ptg000009lG000137.mRNA1"	"CDK5R1"	"Cyclin-dependent kinase 5"	"CDK5_activator"	"215358.XP_010737018.1"	8.29e-216
"ptg000009lG000138"	"ptg000009lG000138.mRNA1"	"MYO1D"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family"	"IQ,Myosin_TH1,Myosin_head"	"9713.XP_006744711.1"	1.09e-16
"ptg000009lG000139"	"ptg000009lG000139.mRNA1"	"MYO1D"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family"	"IQ,Myosin_TH1,Myosin_head"	"215358.XP_010737017.1"	0
"ptg000009lG000140"	"ptg000009lG000140.mRNA1"	"-"	"C1q domain"	"C1q"	"215358.XP_010737014.1"	1.11e-305
"ptg000009lG000141"	"ptg000009lG000141.mRNA1"	"PDK2"	"Pyruvate dehydrogenase kinase, isozyme 2"	"BCDHK_Adom3,HATPase_c"	"215358.XP_010737012.1"	9.66e-290
"ptg000009lG000142"	"ptg000009lG000142.mRNA1"	"TBKBP1"	"TBK1 binding protein 1"	"TBD"	"144197.XP_008276013.1"	0
"ptg000009lG000145"	"ptg000009lG000145.mRNA1"	"TBX21"	"T-box transcription factor TBX21"	"T-box,T-box_assoc"	"215358.XP_010737010.1"	5.98e-172
"ptg000009lG000146"	"ptg000009lG000146.mRNA1"	"osbpl7"	"Oxysterol binding protein-like 7"	"Oxysterol_BP,PH_8"	"215358.XP_010737009.1"	0
"ptg000009lG000147"	"ptg000009lG000147.mRNA1"	"MRPL10"	"Ribosomal protein L10"	"Ribosomal_L10"	"215358.XP_010737008.1"	1.21e-160
"ptg000009lG000148"	"ptg000009lG000148.mRNA1"	"PNPO"	"Pyridoxine 5'-phosphate oxidase"	"PNP_phzG_C,Putative_PNPOx"	"215358.XP_010737007.1"	2.29e-172
"ptg000009lG000149"	"ptg000009lG000149.mRNA1"	"PRR15L"	"Proline rich 15-like b"	"ATAD4"	"215358.XP_010737004.1"	1.22e-74
"ptg000009lG000150"	"ptg000009lG000150.mRNA1"	"CDK5RAP3"	"CDK5 regulatory subunit associated protein 3"	"DUF773"	"215358.XP_010737003.1"	0
"ptg000009lG000151"	"ptg000009lG000151.mRNA1"	"NFE2L1"	"Nuclear factor erythroid"	"bZIP_Maf"	"215358.XP_010737000.1"	0
"ptg000009lG000152"	"ptg000009lG000152.mRNA1"	"CBX1"	"Chromobox homolog"	"Chromo,Chromo_shadow"	"144197.XP_008275996.1"	1.18e-111
"ptg000009lG000153"	"ptg000009lG000153.mRNA1"	"SNX11"	"Sorting nexin 11"	"PX"	"215358.XP_010747196.1"	0
"ptg000009lG000154"	"ptg000009lG000154.mRNA1"	"SKAP1"	"Src kinase associated phosphoprotein 1"	"PH,SH3_1,SH3_2,SH3_9"	"215358.XP_010747194.1"	1.71e-152
"ptg000009lG000155"	"ptg000009lG000155.mRNA1"	"HOXB1"	"Homeobox protein Hox-B1b-like"	"Homeobox"	"215358.XP_010747193.1"	9.86e-138
"ptg000009lG000157"	"ptg000009lG000157.mRNA1"	"HOXB6"	"homeobox protein"	"Homeobox"	"31033.ENSTRUP00000030235"	8.89e-147
"ptg000009lG000158"	"ptg000009lG000158.mRNA1"	"TTLL6"	"Tubulin tyrosine ligase-like family, member 6"	"TTL"	"215358.XP_010747187.1"	0
"ptg000009lG000159"	"ptg000009lG000159.mRNA1"	"CALCOCO2"	"Calcium binding and coiled-coil domain 2"	"CALCOCO1"	"215358.XP_010747186.1"	0
"ptg000009lG000160"	"ptg000009lG000160.mRNA1"	"SNF8"	"Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs"	"EAP30"	"215358.XP_010747185.1"	2.13e-183
"ptg000009lG000161"	"ptg000009lG000161.mRNA1"	"gip"	"Gastric inhibitory polypeptide"	"-"	"7994.ENSAMXP00000008774"	7.63e-20
"ptg000009lG000162"	"ptg000009lG000162.mRNA1"	"MSL1"	"Male-specific lethal 1 homolog"	"MSL1_dimer,PEHE"	"215358.XP_010747182.1"	0
"ptg000009lG000163"	"ptg000009lG000163.mRNA1"	"CHMP2A"	"Belongs to the SNF7 family"	"Snf7"	"215358.XP_010747181.1"	9.15e-130
"ptg000009lG000164"	"ptg000009lG000164.mRNA1"	"MRM1"	"rRNA methyltransferase 1"	"SpoU_methylase,SpoU_sub_bind"	"215358.XP_010747180.1"	7.79e-151
"ptg000009lG000165"	"ptg000009lG000165.mRNA1"	"FBRS"	"Autism susceptibility gene 2 protein-like"	"Auts2"	"215358.XP_010747195.1"	0
"ptg000009lG000166"	"ptg000009lG000166.mRNA1"	"SRCAP"	"Snf2-related CREBBP activator protein"	"HSA,Helicase_C,SNF2_N"	"215358.XP_010741697.1"	0
"ptg000009lG000167"	"ptg000009lG000167.mRNA1"	"STX4"	"Belongs to the syntaxin family"	"SNARE,Syntaxin"	"144197.XP_008275972.1"	2.36e-167
"ptg000009lG000168"	"ptg000009lG000168.mRNA1"	"ARHGAP44"	"Rho GTPase activating protein 44"	"BAR,RhoGAP"	"215358.XP_010741679.1"	0
"ptg000009lG000169"	"ptg000009lG000169.mRNA1"	"C7orf62"	"Chromosome 7 open reading frame 62"	"-"	"215358.XP_010741680.1"	2.78e-111
"ptg000009lG000170"	"ptg000009lG000170.mRNA1"	"NDEL1"	"Nuclear distribution protein nudE-like"	"NUDE_C"	"215358.XP_010741681.1"	5.68e-213
"ptg000009lG000172"	"ptg000009lG000172.mRNA1"	"ARMC7"	"Armadillo repeat containing 7"	"Arm,MaoC_dehydratas"	"215358.XP_010741684.1"	4.56e-130
"ptg000009lG000173"	"ptg000009lG000173.mRNA1"	"ACSF2"	"acyl-CoA synthetase family member 2"	"AMP-binding,AMP-binding_C"	"215358.XP_010741686.1"	4.76e-152
"ptg000009lG000174"	"ptg000009lG000174.mRNA1"	"CHAD"	"Chondroadherin"	"LRRNT,LRR_8"	"144197.XP_008299513.1"	7.08e-114
"ptg000009lG000175"	"ptg000009lG000175.mRNA1"	"ACSF2"	"acyl-CoA synthetase family member 2"	"AMP-binding,AMP-binding_C"	"215358.XP_010741686.1"	5.57e-295
"ptg000009lG000176"	"ptg000009lG000176.mRNA1"	"-"	"Si dkey-57h18.2"	"ABC_membrane,ABC_tran"	"215358.XP_010741688.1"	8.92e-62
"ptg000009lG000177"	"ptg000009lG000177.mRNA1"	"SLC16A5"	"Solute carrier family 16, member 5 (monocarboxylic acid transporter 6)"	"MFS_1"	"215358.XP_010741689.1"	0
"ptg000009lG000179"	"ptg000009lG000179.mRNA1"	"KCTD2"	"Potassium channel tetramerisation domain containing 2"	"BTB_2"	"32507.XP_006793274.1"	1.15e-184
"ptg000009lG000180"	"ptg000009lG000180.mRNA1"	"TUBGCP2"	"Gamma-tubulin complex is necessary for microtubule nucleation at the centrosome"	"Spc97_Spc98"	"215358.XP_010741692.1"	0
"ptg000009lG000181"	"ptg000009lG000181.mRNA1"	"-"	"disintegrin and metalloproteinase"	"ADAM_CR,Disintegrin,Pep_M12B_propep,Reprolysin"	"215358.XP_010741698.1"	0
"ptg000009lG000182"	"ptg000009lG000182.mRNA1"	"CHUK"	"Inhibitor of nuclear factor kappa-B kinase subunit"	"IKKbetaNEMObind,Pkinase"	"215358.XP_010741693.1"	0
"ptg000009lG000183"	"ptg000009lG000183.mRNA1"	"PSD"	"Pleckstrin and Sec7 domain containing"	"PH_9,Sec7"	"32507.XP_006806948.1"	7.21e-143
"ptg000009lG000184"	"ptg000009lG000184.mRNA1"	"PSD"	"Pleckstrin and Sec7 domain containing"	"PH_9,Sec7"	"215358.XP_010741699.1"	0
"ptg000009lG000185"	"ptg000009lG000185.mRNA1"	"ARL4D"	"Belongs to the small GTPase superfamily. Arf family"	"Arf"	"215358.XP_010741694.1"	9.52e-141
"ptg000009lG000186"	"ptg000009lG000186.mRNA1"	"tmem106a"	"Transmembrane protein 106A"	"DUF1356"	"215358.XP_010741696.1"	2.35e-82
"ptg000009lG000187"	"ptg000009lG000187.mRNA1"	"nbr1"	"brca1 gene 1"	"N_BRCA1_IG,PB1"	"215358.XP_010741700.1"	0
"ptg000009lG000188"	"ptg000009lG000188.mRNA1"	"PSME3"	"proteasome activator"	"PA28_alpha,PA28_beta"	"144197.XP_008295635.1"	3.97e-154
"ptg000009lG000189"	"ptg000009lG000189.mRNA1"	"-"	"Glucose-6-phosphatase a, catalytic, tandem duplicate 1"	"PAP2"	"215358.XP_010754051.1"	7.71e-255
"ptg000009lG000190"	"ptg000009lG000190.mRNA1"	"G6PC"	"Glucose-6-phosphatase a, catalytic, tandem duplicate 2"	"PAP2"	"215358.XP_010754052.1"	7.59e-271
"ptg000009lG000191"	"ptg000009lG000191.mRNA1"	"-"	"Zinc finger protein"	"zf-C2H2,zf-C2H2_4,zf-C2H2_6,zf-met"	"215358.XP_010754053.1"	1.89e-91
"ptg000009lG000192"	"ptg000009lG000192.mRNA1"	"ANK3"	"Ankyrin 3b"	"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5"	"48698.ENSPFOP00000017482"	0
"ptg000009lG000193"	"ptg000009lG000193.mRNA1"	"ANK3"	"Ankyrin-3"	"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5"	"51337.XP_004657841.1"	3.47e-36
"ptg000009lG000194"	"ptg000009lG000194.mRNA1"	"ACSL5"	"acyl-CoA synthetase long-chain family member 5"	"AMP-binding,AMP-binding_C"	"215358.XP_010746843.1"	0
"ptg000009lG000195"	"ptg000009lG000195.mRNA1"	"Gucy2g"	"Guanylate cyclase"	"ANF_receptor,Guanylate_cyc,HNOBA,Pkinase_Tyr"	"215358.XP_010746852.1"	0
"ptg000009lG000196"	"ptg000009lG000196.mRNA1"	"TECTB"	"Tectorin beta"	"Zona_pellucida"	"215358.XP_010746844.1"	1.43e-230
"ptg000009lG000197"	"ptg000009lG000197.mRNA1"	"-"	"Dickkopf-related protein 3-like"	"Dickkopf_N"	"215358.XP_010746845.1"	1.45e-139
"ptg000009lG000198"	"ptg000009lG000198.mRNA1"	"PLXDC1"	"Plexin domain containing 1"	"PSI"	"215358.XP_010746846.1"	0
"ptg000009lG000199"	"ptg000009lG000199.mRNA1"	"LASP1"	"LIM and SH3"	"LIM,Nebulin,SH3_1,SH3_9"	"106582.XP_004556818.1"	1.97e-96
"ptg000009lG000200"	"ptg000009lG000200.mRNA1"	"-"	"Kelch domain containing 1"	"Kelch_2,Kelch_3,Kelch_4,Kelch_5"	"215358.XP_010746850.1"	0
"ptg000009lG000201"	"ptg000009lG000201.mRNA1"	"PLEKHM1"	"Pleckstrin homology domain containing, family M (with RUN domain) member 1"	"RUN,zf-RING_9"	"144197.XP_008289720.1"	0
"ptg000009lG000202"	"ptg000009lG000202.mRNA1"	"IFNK"	"type I interferon receptor binding"	"Interferon"	"32507.XP_006790970.1"	2.61e-51
"ptg000009lG000203"	"ptg000009lG000203.mRNA1"	"IFNK"	"type I interferon receptor binding"	"Interferon"	"32507.XP_006790970.1"	3.47e-60
"ptg000009lG000204"	"ptg000009lG000204.mRNA1"	"CD79B"	"CD79b molecule, immunoglobulin-associated beta"	"I-set,ITAM,Ig_3,V-set,ig"	"215358.XP_010741050.1"	3.72e-159
"ptg000009lG000205"	"ptg000009lG000205.mRNA1"	"SCN4A"	"mediates the voltage-dependent sodium ion permeability of excitable membranes"	"Ion_trans,Na_trans_assoc"	"215358.XP_010741053.1"	0
"ptg000009lG000206"	"ptg000009lG000206.mRNA1"	"DYDC1"	"Dpy-30 motif"	"Dpy-30"	"215358.XP_010741054.1"	2.2e-47
"ptg000009lG000207"	"ptg000009lG000207.mRNA1"	"FAM213A"	"Family with sequence similarity 213, member"	"AhpC-TSA_2"	"215358.XP_010741066.1"	1.61e-87
"ptg000009lG000208"	"ptg000009lG000208.mRNA1"	"PDZD7"	"PDZ domain containing"	"PDZ"	"215358.XP_010741067.1"	0
"ptg000009lG000209"	"ptg000009lG000209.mRNA1"	"lzts2"	"Negative regulator of katanin-mediated microtubule severing and release from the centrosome. Required for central spindle formation and the completion of cytokinesis. Negative regulator of the Wnt signaling pathway. Represses beta-catenin- mediated transcriptional activation by promoting the nuclear exclusion of beta-catenin"	"Fez1"	"8128.ENSONIP00000009957"	2.87e-257
"ptg000009lG000210"	"ptg000009lG000210.mRNA1"	"C10orf2"	"Chromosome 10 open reading frame 2"	"AAA_25"	"215358.XP_010741068.1"	0
"ptg000009lG000211"	"ptg000009lG000211.mRNA1"	"MRPL43"	"ribosomal protein L43"	"L51_S25_CI-B8"	"215358.XP_010741057.1"	3.79e-82
"ptg000009lG000212"	"ptg000009lG000212.mRNA1"	"SEMA4G"	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin)"	"PSI,Sema"	"215358.XP_010741056.1"	0
"ptg000009lG000213"	"ptg000009lG000213.mRNA1"	"TMEM180"	"Transmembrane protein 180"	"MFS_2"	"215358.XP_010741059.1"	0
"ptg000009lG000214"	"ptg000009lG000214.mRNA1"	"ARHGAP27"	"Rho GTPase activating protein 27"	"PH,PH_9,RhoGAP,SH3_1,SH3_9,WW"	"215358.XP_010741069.1"	0
"ptg000009lG000215"	"ptg000009lG000215.mRNA1"	"VPS25"	"Vacuolar protein sorting 25 (yeast)"	"ESCRT-II"	"215358.XP_010741060.1"	1.52e-130
"ptg000009lG000216"	"ptg000009lG000216.mRNA1"	"WNK4"	"WNK lysine deficient protein kinase 4"	"ESCRT-II,OSR1_C,Pkinase"	"215358.XP_010741070.1"	0
"ptg000009lG000217"	"ptg000009lG000217.mRNA1"	"COA3"	"Cytochrome C oxidase assembly factor 3"	"Coiled-coil_56"	"215358.XP_010741061.1"	5.73e-63
"ptg000009lG000218"	"ptg000009lG000218.mRNA1"	"CNTD1"	"Cyclin N-terminal"	"Cyclin_N"	"215358.XP_010741062.1"	1.21e-183
"ptg000009lG000219"	"ptg000009lG000219.mRNA1"	"-"	"zinc ion binding"	"RINGv"	"215358.XP_010741063.1"	1.84e-268
"ptg000009lG000220"	"ptg000009lG000220.mRNA1"	"-"	"-"	"-"	"8090.ENSORLP00000014233"	1.12e-103
"ptg000009lG000221"	"ptg000009lG000221.mRNA1"	"TANC2"	"Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"	"Ank_2,Ank_4,TPR_8"	"144197.XP_008285747.1"	0
"ptg000009lG000222"	"ptg000009lG000222.mRNA1"	"G6PC3"	"Glucose 6 phosphatase, catalytic, 3"	"PAP2"	"144197.XP_008285746.1"	1.34e-209
"ptg000009lG000223"	"ptg000009lG000223.mRNA1"	"LSM12"	"LSM12 homolog"	"AD"	"144197.XP_008285745.1"	1.31e-135
"ptg000009lG000224"	"ptg000009lG000224.mRNA1"	"-"	"Si ch211-237i5.4"	"LRR_8"	"215358.XP_010747806.1"	9.24e-71
"ptg000009lG000225"	"ptg000009lG000225.mRNA1"	"TMEM101"	"Transmembrane protein 101"	"TMEM101"	"215358.XP_010747799.1"	2.81e-182
"ptg000009lG000226"	"ptg000009lG000226.mRNA1"	"-"	"Retinol saturase (all-trans-retinol 13,14-reductase) like"	"Amino_oxidase,NAD_binding_8"	"215358.XP_010747805.1"	4.79e-296
"ptg000009lG000227"	"ptg000009lG000227.mRNA1"	"-"	"Retinol saturase (all-trans-retinol 13,14-reductase) like"	"Amino_oxidase,NAD_binding_8"	"244447.XP_008312585.1"	2.16e-92
"ptg000009lG000228"	"ptg000009lG000228.mRNA1"	"-"	"Retinol saturase (all-trans-retinol 13,14-reductase) like"	"Amino_oxidase,NAD_binding_8"	"8049.ENSGMOP00000016485"	2.99e-17
"ptg000009lG000229"	"ptg000009lG000229.mRNA1"	"COL1A1"	"Collagen, type I, alpha 1"	"COLFI,Collagen,VWC"	"9713.XP_006748913.1"	2.19e-25
"ptg000009lG000231"	"ptg000009lG000231.mRNA1"	"COL1A1"	"collagen type I alpha"	"COLFI,Collagen,VWC"	"7918.ENSLOCP00000016069"	1.73e-155
"ptg000009lG000232"	"ptg000009lG000232.mRNA1"	"SGCA"	"Sarcoglycan, alpha"	"Sarcoglycan_2"	"215358.XP_010747795.1"	4.83e-277
"ptg000009lG000233"	"ptg000009lG000233.mRNA1"	"PPP1R9B"	"Protein phosphatase 1, regulatory (inhibitor) subunit 9B"	"PDZ,SAM_1,SAM_2"	"215358.XP_010747804.1"	0
"ptg000009lG000234"	"ptg000009lG000234.mRNA1"	"-"	"PR domain containing 9"	"SET,zf-C2H2,zf-C2H2_6"	"215358.XP_010747794.1"	0
"ptg000009lG000235"	"ptg000009lG000235.mRNA1"	"IFNK"	"type I interferon receptor binding"	"Interferon"	"32507.XP_006790970.1"	2.06e-35
"ptg000009lG000236"	"ptg000009lG000236.mRNA1"	"FBXW10"	"F-box and WD repeat domain containing 10"	"F-box,PRY,WD40,zf-B_box"	"215358.XP_010747793.1"	0
"ptg000009lG000238"	"ptg000009lG000238.mRNA1"	"HS3ST3A1"	"Belongs to the sulfotransferase 1 family"	"Sulfotransfer_1"	"144197.XP_008293451.1"	3.52e-83
"ptg000009lG000239"	"ptg000009lG000239.mRNA1"	"COX10"	"Cytochrome c oxidase assembly homolog 10 (yeast)"	"UbiA"	"215358.XP_010748278.1"	0
"ptg000009lG000240"	"ptg000009lG000240.mRNA1"	"HS3ST3B1"	"Heparan sulfate glucosamine 3-O-sulfotransferase"	"Sulfotransfer_1"	"144197.XP_008299921.1"	1.48e-288
"ptg000009lG000242"	"ptg000009lG000242.mRNA1"	"PMP22"	"Peripheral myelin protein"	"PMP22_Claudin"	"215358.XP_010734775.1"	2.89e-103
"ptg000009lG000243"	"ptg000009lG000243.mRNA1"	"TEKT3"	"Tektin 3"	"Tektin"	"215358.XP_010734777.1"	0
"ptg000009lG000244"	"ptg000009lG000244.mRNA1"	"CDC42EP4"	"Cdc42 effector protein"	"BORG_CEP,PBD"	"215358.XP_010734779.1"	6.71e-241
"ptg000009lG000245"	"ptg000009lG000245.mRNA1"	"SDK2"	"Sidekick homolog 2b (chicken)"	"I-set,Ig_3,fn3"	"215358.XP_010734780.1"	0
"ptg000009lG000248"	"ptg000009lG000248.mRNA1"	"RPL38"	"Belongs to the eukaryotic ribosomal protein eL38 family"	"Ribosomal_L38e"	"8128.ENSONIP00000010059"	2.03e-39
"ptg000009lG000249"	"ptg000009lG000249.mRNA1"	"TTYH2"	"tweety homolog 2"	"Tweety"	"215358.XP_010734781.1"	0
"ptg000009lG000250"	"ptg000009lG000250.mRNA1"	"-"	"Si ch73-127m5.2"	"TF_AP-2"	"215358.XP_010734783.1"	3.01e-274
"ptg000009lG000251"	"ptg000009lG000251.mRNA1"	"-"	"small GTPase mediated signal transduction"	"-"	"215358.XP_010734784.1"	4.59e-218
"ptg000009lG000252"	"ptg000009lG000252.mRNA1"	"-"	"Glutamate receptor, ionotropic"	"ANF_receptor,Lig_chan,Lig_chan-Glu_bd,NMDAR2_C"	"215358.XP_010734785.1"	0
"ptg000009lG000253"	"ptg000009lG000253.mRNA1"	"RGS9"	"Regulator of G-protein signaling"	"DEP,G-gamma,RGS"	"215358.XP_010734786.1"	3.07e-176
"ptg000009lG000254"	"ptg000009lG000254.mRNA1"	"RGS9"	"Regulator of G-protein signaling"	"DEP,G-gamma,RGS"	"215358.XP_010734786.1"	9.05e-242
"ptg000009lG000255"	"ptg000009lG000255.mRNA1"	"GNA13"	"Guanine nucleotide binding protein (G protein), alpha"	"G-alpha"	"215358.XP_010734787.1"	4.12e-275
"ptg000009lG000256"	"ptg000009lG000256.mRNA1"	"ATP5J2"	"ATP synthase, H -transporting, mitochondrial Fo complex, subunit F2"	"WRW"	"215358.XP_010734789.1"	5.39e-293
"ptg000009lG000257"	"ptg000009lG000257.mRNA1"	"GLTSCR1L"	"GLTSCR1-like"	"GLTSCR1"	"215358.XP_010734790.1"	0
"ptg000009lG000258"	"ptg000009lG000258.mRNA1"	"TBCC"	"Tubulin folding cofactor C"	"TBCC,TBCC_N"	"215358.XP_010734791.1"	4.84e-231
"ptg000009lG000259"	"ptg000009lG000259.mRNA1"	"PRPH2"	"Peripherin 2a (retinal degeneration, slow)"	"Tetraspannin"	"215358.XP_010734792.1"	1.96e-254
"ptg000009lG000260"	"ptg000009lG000260.mRNA1"	"QKI"	"QKI, KH domain containing, RNA binding"	"KH_1,Quaking_NLS,STAR_dimer"	"215358.XP_010734793.1"	1.09e-219
"ptg000009lG000261"	"ptg000009lG000261.mRNA1"	"TIMM23"	"Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane"	"Tim17"	"215358.XP_010734799.1"	1.76e-147
"ptg000009lG000262"	"ptg000009lG000262.mRNA1"	"-"	"Belongs to the peptidase S1 family"	"Trypsin"	"215358.XP_010734803.1"	4.4e-249
"ptg000009lG000263"	"ptg000009lG000263.mRNA1"	"-"	"Flocculation protein FLO11-like"	"GRIN_C"	"8153.XP_005913579.1"	5.55e-194
"ptg000009lG000264"	"ptg000009lG000264.mRNA1"	"SYT15"	"Synaptotagmin XV"	"C2"	"215358.XP_010734800.1"	6.45e-216
"ptg000009lG000265"	"ptg000009lG000265.mRNA1"	"NAT9"	"N-acetyltransferase 9"	"Acetyltransf_3"	"215358.XP_010734801.1"	8.92e-125
"ptg000009lG000266"	"ptg000009lG000266.mRNA1"	"-"	"5-hydroxytryptamine receptor"	"Neur_chan_LBD,Neur_chan_memb"	"144197.XP_008294205.1"	4.47e-166
"ptg000009lG000267"	"ptg000009lG000267.mRNA1"	"-"	"Alpha-tectorin-like"	"C8,NIDO,TIL,TILa,VWD,Zona_pellucida"	"215358.XP_010743477.1"	0
"ptg000009lG000268"	"ptg000009lG000268.mRNA1"	"NGFR"	"factor receptor"	"Death,TNFR_c6"	"215358.XP_010743478.1"	4.29e-241
"ptg000009lG000269"	"ptg000009lG000269.mRNA1"	"-"	"Solute carrier family 4, anion exchanger, member 1b"	"Band_3_cyto,HCO3_cotransp"	"215358.XP_010743466.1"	0
"ptg000009lG000270"	"ptg000009lG000270.mRNA1"	"-"	"DNA binding"	"HMG_box,HMG_box_5"	"215358.XP_010743479.1"	3.62e-69
"ptg000009lG000271"	"ptg000009lG000271.mRNA1"	"-"	"Component of the transcription regulatory histone acetylation (HAT) complex SAGA, a multiprotein complex that activates transcription by remodeling chromatin and mediating histone acetylation and deubiquitination. Within the SAGA complex, participates in a subcomplex that specifically deubiquitinates histone H2B. The SAGA complex is recruited to specific gene promoters by activators, where it is required for transcription"	"Sgf11"	"215358.XP_010743468.1"	1.64e-108
"ptg000009lG000272"	"ptg000009lG000272.mRNA1"	"SMARCD2"	"SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"	"SWIB"	"215358.XP_010743470.1"	0
"ptg000009lG000273"	"ptg000009lG000273.mRNA1"	"PSMC5"	"Proteasome (prosome, macropain) 26S subunit, ATPase, 5"	"AAA"	"8153.XP_005949341.1"	4.19e-290
"ptg000009lG000274"	"ptg000009lG000274.mRNA1"	"-"	"MAGUK p55 subfamily member"	"Guanylate_kin,L27,PDZ,SH3_1,SH3_2"	"215358.XP_010743474.1"	0
"ptg000009lG000275"	"ptg000009lG000275.mRNA1"	"lrp2"	"lipoprotein receptor-related protein"	"EGF_CA,FXa_inhibition,Ldl_recept_a,Ldl_recept_b,cEGF"	"215358.XP_010743482.1"	0
"ptg000009lG000276"	"ptg000009lG000276.mRNA1"	"-"	"positive regulation of nitrogen compound metabolic process"	"-"	"215358.XP_010743484.1"	4.52e-231
"ptg000009lG000277"	"ptg000009lG000277.mRNA1"	"ZNF281"	"Zinc finger protein"	"zf-C2H2"	"215358.XP_010743476.1"	0
"ptg000009lG000278"	"ptg000009lG000278.mRNA1"	"-"	"Si dkey-100n10.2"	"IRK"	"215358.XP_010753927.1"	0
"ptg000009lG000279"	"ptg000009lG000279.mRNA1"	"-"	"Supervillin-like"	"Gelsolin,VHP"	"144197.XP_008298306.1"	0
"ptg000009lG000280"	"ptg000009lG000280.mRNA1"	"NMT1"	"Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins"	"NMT,NMT_C"	"215358.XP_010743894.1"	2.13e-290
